Text,X.M.._twitter_id,X.M..language..,Not-related, other flood identification,rain identification,disaster management,flood identification,consequence score,irony(politics,emotional (positive or negative),effects on social life,situation overview,weather warning,flood aid,volunteers,timeperiod,X.M..posted_time..,daynight,timeperiod(hourly)
RT @chematierra: Fuertes lluvias e inundaciones dejan al menos 3 muertos en #Kalamata #Grecia Vía @Cieminfo https://t.co/2ZLPKzt0Ej https… ,"7,7385768620721E+017",es,,N,Y,N,Y,5,N,N,N,Y,N,N,N,36,08/09/2016 12:17:04,day,37
RT @chematierra: Fuertes lluvias e inundaciones dejan al menos 3 muertos en #Kalamata #Grecia Vía @Cieminfo https://t.co/2ZLPKzt0Ej https… ,"7,73858622690382E+017",es,,N,Y,N,Y,5,N,N,N,Y,N,N,N,36,08/09/2016 12:20:47,day,37
RT @chematierra: Fuertes lluvias e inundaciones dejan al menos 3 muertos en #Kalamata #Grecia Vía @Cieminfo https://t.co/2ZLPKzt0Ej https… ,"7,7386735291598E+017",es,,N,Y,N,Y,5,N,N,N,Y,N,N,N,36,08/09/2016 12:55:29,day,37
RT @chematierra: Fuertes lluvias e inundaciones dejan al menos 3 muertos en #Kalamata #Grecia Vía @Cieminfo https://t.co/2ZLPKzt0Ej https… ,"7,73868521814168E+017",es,,N,Y,N,Y,5,N,N,N,Y,N,N,N,36,08/09/2016 13:00:08,day,37
RT @chematierra: Fuertes lluvias e inundaciones dejan al menos 3 muertos en #Kalamata #Grecia Vía @Cieminfo https://t.co/2ZLPKzt0Ej https… ,"7,73869735658172E+017",es,,N,Y,N,Y,5,N,N,N,Y,N,N,N,36,08/09/2016 13:04:57,day,38
RT @chematierra: Fuertes lluvias e inundaciones dejan al menos 3 muertos en #Kalamata #Grecia Vía @Cieminfo https://t.co/2ZLPKzt0Ej https… ,"7,73872535188504E+017",es,,N,Y,N,Y,5,N,N,N,Y,N,N,N,48,08/09/2016 13:16:04,day,38
RT @chematierra: Fuertes lluvias e inundaciones dejan al menos 3 muertos en #Kalamata #Grecia Vía @Cieminfo https://t.co/2ZLPKzt0Ej https… ,"7,73879688661987E+017",es,,N,Y,N,Y,5,N,N,N,Y,N,N,N,48,08/09/2016 13:44:30,day,38
RT @chematierra: Fuertes lluvias e inundaciones dejan al menos 3 muertos en #Kalamata #Grecia Vía @Cieminfo https://t.co/2ZLPKzt0Ej https… ,"7,73904893685932E+017",es,,N,Y,N,Y,5,N,N,N,Y,N,N,N,48,08/09/2016 15:24:39,day,40
RT @chematierra: Fuertes lluvias e inundaciones dejan al menos 3 muertos en #Kalamata #Grecia Vía @Cieminfo https://t.co/2ZLPKzt0Ej https… ,"7,73911687833522E+017",es,,N,Y,N,Y,5,N,N,N,Y,N,N,N,48,08/09/2016 15:51:39,day,40
RT @chematierra: Fuertes lluvias e inundaciones dejan al menos 3 muertos en #Kalamata #Grecia Vía @Cieminfo https://t.co/2ZLPKzt0Ej https… ,"7,73914567134937E+017",es,,N,Y,N,Y,5,N,N,N,Y,N,N,N,48,08/09/2016 16:03:06,day,41
RT @chematierra: Fuertes lluvias e inundaciones dejan al menos 3 muertos en #Kalamata #Grecia Vía @Cieminfo https://t.co/2ZLPKzt0Ej https… ,"7,73917331282027E+017",es,,N,Y,N,Y,5,N,N,N,Y,N,N,N,48,08/09/2016 16:14:05,day,41
RT @chematierra: Fuertes lluvias e inundaciones dejan al menos 3 muertos en #Kalamata #Grecia Vía @Cieminfo https://t.co/2ZLPKzt0Ej https… ,"7,73977222231171E+017",es,,N,Y,N,Y,5,N,N,N,Y,N,N,N,48,08/09/2016 20:12:04,night,45
RT @chematierra: Fuertes lluvias e inundaciones dejan al menos 3 muertos en #Kalamata #Grecia Vía @Cieminfo https://t.co/2ZLPKzt0Ej https… ,"7,73977292900962E+017",es,,N,Y,N,Y,5,N,N,N,Y,N,N,N,48,08/09/2016 20:12:21,night,45
RT @chematierra: Fuertes lluvias e inundaciones dejan al menos 3 muertos en #Kalamata #Grecia Vía @Cieminfo https://t.co/2ZLPKzt0Ej https… ,"7,73978678195736E+017",es,,N,Y,N,Y,5,N,N,N,Y,N,N,N,48,08/09/2016 20:17:51,night,45
RT @chematierra: Fuertes lluvias e inundaciones dejan al menos 3 muertos en #Kalamata #Grecia Vía @Cieminfo https://t.co/2ZLPKzt0Ej https… ,"7,73990957670957E+017",es,,N,Y,N,Y,5,N,N,N,Y,N,N,N,48,08/09/2016 21:06:39,night,46
RT @chematierra: Fuertes lluvias e inundaciones dejan al menos 3 muertos en #Kalamata #Grecia Vía @Cieminfo https://t.co/2ZLPKzt0Ej https… ,"7,74008227377938E+017",es,,N,Y,N,Y,5,N,N,N,Y,N,N,N,48,08/09/2016 22:15:16,night,47
RT @Cieminfo: Las #inundaciones en #Kalamata #Grecia han dejado ya 4 muertoshttps://t.co/KN9WEaGKTW https://t.co/eN4KS9TUcA ,"7,73791784216519E+017",es,,N,N,N,Y,5,N,N,N,Y,N,N,N,36,08/09/2016 07:55:12,day,32
RT @Cieminfo: Las #inundaciones en #Kalamata #Grecia han dejado ya 4 muertoshttps://t.co/KN9WEaGKTW https://t.co/eN4KS9TUcA ,"7,73881108266045E+017",es,,N,N,N,Y,5,N,N,N,Y,N,N,N,48,08/09/2016 13:50:08,day,38
"RT @Condor: Wichtiger Hinweis: Überflutungen am Flughafen Kalamata, Griechenland. https://t.co/d9tV6l5p69 https://t.co/rfOJy377yZ ","7,73975140342391E+017",de,,N,N,N,N,N,N,N,N,N,N,N,N,48,08/09/2016 20:03:47,night,45
RT @ConsulCubaMex: teleSURtv: #Grecia | Autoridades han reportado tres fallecidos tras fuertes lluvias en #Kalamata … https://t.co/S8SWNAop… ,7.73564183560544E+017,es,,N,Y,Y,N,5,N,N,N,Y,N,N,N,18,07/09/2016 16:50:48,day,17
RT @ConsulCubaMex: teleSURtv: #Grecia | Autoridades han reportado tres fallecidos tras fuertes lluvias en #Kalamata … https://t.co/t19zlHKg… ,7.73609252896268E+017,es,,N,Y,Y,N,5,N,N,N,Y,N,N,N,24,07/09/2016 19:49:53,day,20
RT @ConsulCubaMex: teleSURtv: #Grecia | Autoridades han reportado tres fallecidos tras fuertes lluvias en #Kalamata … https://t.co/t19zlHKg… ,7.73751779108545E+017,es,,N,Y,Y,N,5,N,N,N,Y,N,N,N,36,08/09/2016 05:16:14,night,30
RT @costpap63: Ν. Τόσκας: «Η θεομηνία στην Καλαμάτα έπληξε τις φτωχογειτονιές - Απών ο Σαμαράς» https://t.co/x09ZluI3ga via @sharethis ,"7,73829276814733E+017",el,,N,N,Y,N,3,N,N,N,Y,N,N,N,36,08/09/2016 10:24:11,day,35
"RT @CristinaSouzi: Θεσ/νίκη : συννεφιά ,με τοπικές βροχές και πιθανόν καταιγίδα .  Άνεμοι : Α - ΒΑ  3 με 5 μποφόρ Η Θερμοκρασία έως 26 βαθμ… ","7,73790098760557E+017",el,,N,Y,N,N,N,N,N,N,N,N,N,N,36,08/09/2016 07:48:30,day,32
RT @CristinaSouzi: Καλημέρα σας ! Κουρούτα Αμαλιάδας μετά την καταιγίδα της Τρίτης !! από την Ελένη Πατρινού στο skaikairos.gr !! https://t… ,"7,73790580061143E+017",el,,N,Y,N,N,N,N,N,N,N,N,N,N,36,08/09/2016 07:50:25,day,32
RT @CristinaSouzi: Καλημέρα σας ! Κουρούτα Αμαλιάδας μετά την καταιγίδα της Τρίτης !! από την Ελένη Πατρινού στο skaikairos.gr !! https://t… ,"7,73811820834546E+017",el,,N,Y,N,N,N,N,N,N,N,N,N,N,36,08/09/2016 09:14:49,day,34
RT @Crt_Mlts: Σιγά έτσι παρκάρουν στην Πάτρα όταν δεν βρέχει https://t.co/GLXzLnJh9u ,"7,73924152059322E+017",el,,N,N,N,N,N,N,N,N,N,N,N,N,48,08/09/2016 16:41:11,day,41
"RT @dconstantos: ""30 χρόνια μετά"", η τραγική επικαιρότητα με τις πλημμύρες υπενθυμίζει με τον πλέον εμφατικό τρόπο τη σημασία... https://t.… ","7,7381543969253E+017",el,,N,N,N,N,N,N,N,N,N,N,N,N,36,08/09/2016 09:29:12,day,34
"RT @deer_kiler: Ζημιές σοβαρές στην Στούπα διαβάζω, ελπίζω να είστε καλά. @vythos70 ",7.73502048704823E+017,el,,N,N,N,N,4,N,Pos,N,Y,N,N,N,12,07/09/2016 12:43:54,day,13
"RT @denizen42: Έγκυρη ενημέρωση. Πλημμύρες στην Καλαμάτα, αλλά ας βάλουμε μια παραπλανητική φωτογραφία από Πύργο. #busted https://t.co/tJKq… ","7,73786028977127E+017",el,,N,N,N,Y,N,N,N,N,Y,N,N,N,36,08/09/2016 07:32:20,day,32
"RT @denizen42: Έγκυρη ενημέρωση. Πλημμύρες στην Καλαμάτα, αλλά ας βάλουμε μια παραπλανητική φωτογραφία από Πύργο. #busted https://t.co/tJKq… ","7,7378665401231E+017",el,,N,N,N,Y,N,N,N,N,Y,N,N,N,36,08/09/2016 07:34:49,day,32
"RT @denizen42: Έγκυρη ενημέρωση. Πλημμύρες στην Καλαμάτα, αλλά ας βάλουμε μια παραπλανητική φωτογραφία από Πύργο. #busted https://t.co/tJKq… ","7,7403426781918E+017",el,,N,N,N,Y,N,N,N,N,Y,N,N,N,48,08/09/2016 23:58:44,night,48
RT @Desmotis74: Στην Καλαμάτα άρχισαν τα μέτρα αποκατάστασης από τις πλημμύρες. Ο δήμαρχος εξήγγειλε 5 σερί λευκές νύχτες για να βρει η πόλ… ,7.73604852018602E+017,el,,N,N,N,Y,N,N,N,N,Y,N,N,N,24,07/09/2016 19:32:24,day,20
RT @Desmotis74: Στην Καλαμάτα άρχισαν τα μέτρα αποκατάστασης από τις πλημμύρες. Ο δήμαρχος εξήγγειλε 5 σερί λευκές νύχτες για να βρει η πόλ… ,"7,73787758653563E+017",el,,N,N,N,Y,N,N,N,N,Y,N,N,N,36,08/09/2016 07:39:12,day,32
RT @Dexi_Extrem: ΑΝΥΠΑΡΚΤΗ Η ΚΞΥΒΕΡΝΗΣΗ! Ο Σαμαράς πάει στην Καλαμάτα και ο Κεφαλογιάννης ζητάει παρέμβαση της Κομι... https://t.co/3a46p8D… ,7.73517854301889E+017,el,,N,N,Y,N,N,N,N,N,N,N,N,N,18,07/09/2016 13:46:42,day,14
RT @Dexi_Extrem: ΑΝΥΠΑΡΚΤΗ Η ΚΞΥΒΕΡΝΗΣΗ! Ο Σαμαράς πάει στην Καλαμάτα και ο Κεφαλογιάννης ζητάει παρέμβαση της Κομι... https://t.co/3a46p8D… ,7.73519023279669E+017,el,,N,N,Y,N,N,N,N,N,N,N,N,N,18,07/09/2016 13:51:21,day,14
RT @Dexi_Extrem: ΑΝΥΠΑΡΚΤΗ Η ΚΞΥΒΕΡΝΗΣΗ! Ο Σαμαράς πάει στην Καλαμάτα και ο Κεφαλογιάννης ζητάει παρέμβαση της Κομισιόν για τη στήρ… https:… ,7.73506653421445E+017,el,,N,N,Y,N,N,N,N,N,N,N,N,N,12,07/09/2016 13:02:11,day,14
RT @Dexi_Extrem: ΑΝΥΠΑΡΚΤΗ Η ΚΞΥΒΕΡΝΗΣΗ! Ο Σαμαράς πάει στην Καλαμάτα και ο Κεφαλογιάννης ζητάει παρέμβαση της Κομισιόν για τη στήρ… https:… ,7.73512714278887E+017,el,,N,N,Y,N,N,N,N,N,N,N,N,N,18,07/09/2016 13:26:16,day,14
RT @Dexi_Extrem: ΑΠΙΣΤΕΥΤΗ ΞΕΦΤΙΛΑ! Ο Λεβέντης πήρε τηλέφωνο τον Τσίπρα και ζήτησε να πάνε υπουργοί στην Καλαμάτα https://t.co/XKrkjopNeB ,7.73510099184841E+017,el,,N,N,Y,N,N,N,N,N,N,N,N,N,12,07/09/2016 13:15:53,day,14
RT @Dexi_Extrem: ΒΙΝΤΕΟ-Σπίρτζης-Τόσκας πήγαν με ελικόπτερο και φραπέ στην Καλαμάτα και μόνο που δεν τους έδειραν https://t.co/FjtQVPx00o ,7.73596689647141E+017,el,,N,N,Y,N,N,N,Neg,N,N,N,N,N,18,07/09/2016 18:59:58,day,19
RT @Dexi_Extrem: ΒΙΝΤΕΟ-Σπίρτζης-Τόσκας πήγαν με ελικόπτερο και φραπέ στην Καλαμάτα και μόνο που δεν τους έδειραν https://t.co/FjtQVPx00o ,7.73599846192321E+017,el,,N,N,Y,N,N,N,Neg,N,N,N,N,N,18,07/09/2016 19:12:30,day,20
RT @Dexi_Extrem: ΒΙΝΤΕΟ-Σπίρτζης-Τόσκας πήγαν με ελικόπτερο και φραπέ στην Καλαμάτα και μόνο που δεν τους έδειραν https://t.co/FjtQVPx00o ,7.73634387678224E+017,el,,N,N,Y,N,N,N,Neg,N,N,N,N,N,24,07/09/2016 21:29:46,night,22
RT @Dexi_Extrem: ΒΙΝΤΕΟ-Σπίρτζης-Τόσκας πήγαν με ελικόπτερο και φραπέ στην Καλαμάτα και μόνο που δεν τους έδειραν https://t.co/ryrb1Ksj5d ,7.73591550169346E+017,el,,N,N,Y,N,N,N,Neg,N,N,N,N,N,18,07/09/2016 18:39:32,day,19
"RT @Dimi_Gi: Η έλευση Τόσκα στην Καλαμάτα θα δώσει λύσεις όπως όλες οι επισκέψεις υπουργών σε τόπους λοιμών,σεισμών κ καταποντισμών.. ",7.73473510106759E+017,el,,N,N,Y,N,N,N,N,N,N,N,N,N,12,07/09/2016 10:50:29,day,11
"RT @Dimi_Gi: Η έλευση Τόσκα στην Καλαμάτα θα δώσει λύσεις όπως όλες οι επισκέψεις υπουργών σε τόπους λοιμών,σεισμών κ καταποντισμών.. ",7.73474316298183E+017,el,,N,N,Y,N,N,N,N,N,N,N,N,N,12,07/09/2016 10:53:42,day,11
"RT @Dimi_Gi: Η έλευση Τόσκα στην Καλαμάτα θα δώσει λύσεις όπως όλες οι επισκέψεις υπουργών σε τόπους λοιμών,σεισμών κ καταποντισμών.. ",7.73475760543793E+017,el,,N,N,Y,N,N,N,N,N,N,N,N,N,12,07/09/2016 10:59:26,day,11
"RT @Dimi_Gi: Η έλευση Τόσκα στην Καλαμάτα θα δώσει λύσεις όπως όλες οι επισκέψεις υπουργών σε τόπους λοιμών,σεισμών κ καταποντισμών.. ",7.73477262637359E+017,el,,N,N,Y,N,N,N,N,N,N,N,N,N,12,07/09/2016 11:05:24,day,12
"RT @Dimi_Gi: Η έλευση Τόσκα στην Καλαμάτα θα δώσει λύσεις όπως όλες οι επισκέψεις υπουργών σε τόπους λοιμών,σεισμών κ καταποντισμών.. ",7.73480119092543E+017,el,,N,N,Y,N,N,N,N,N,N,N,N,N,12,07/09/2016 11:16:45,day,12
"RT @Dimi_Gi: Η έλευση Τόσκα στην Καλαμάτα θα δώσει λύσεις όπως όλες οι επισκέψεις υπουργών σε τόπους λοιμών,σεισμών κ καταποντισμών.. ",7.73493164053242E+017,el,,N,N,Y,N,N,N,N,N,N,N,N,N,12,07/09/2016 12:08:35,day,13
RT @dionisisath: Κανένας υπουργός να πάει προς Καλαμάτα να δει τι συνέβη δεν είναι διαθέσιμος; Πνίγηκαν άνθρωποι και καταστράφηκαν περιουσί… ,7.73475343172772E+017,el,,N,N,N,N,5,N,N,N,Y,N,N,N,12,07/09/2016 10:57:46,day,11
RT @directnewsgr: Καλαμάτα: Τρεις νεκροί και βιβλική καταστροφή από την κακοκαιρία [βίντεο+φωτο] https://t.co/VBzcsYWtxz μέσω του χρήστη @d… ,7.73460394253885E+017,el,,N,N,N,N,5,N,N,N,Y,N,N,N,12,07/09/2016 09:58:22,day,10
"RT @DiVayena: Ooooόχι, κανένας δεν μπάζωσε εκεί. Ολα κι όλα! :Ρ https://t.co/KErV1MF9zF ",7.73594516502741E+017,el,,N,N,N,N,N,N,N,N,N,N,N,N,18,07/09/2016 18:51:20,day,19
"RT @DiVayena: Ooooόχι, κανένας δεν μπάζωσε εκεί. Ολα κι όλα! :Ρ https://t.co/KErV1MF9zF ",7.73598087990436E+017,el,,N,N,N,N,N,N,N,N,N,N,N,N,18,07/09/2016 19:05:31,day,20
"RT @DiVayena: Ooooόχι, κανένας δεν μπάζωσε εκεί. Ολα κι όλα! :Ρ https://t.co/KErV1MF9zF ",7.73671502390694E+017,el,,N,N,N,N,N,N,N,N,N,N,N,N,24,07/09/2016 23:57:14,night,24
"RT @dr_theano: Ευτυχως Ειρήνη μου γιατι αυτά που ειδα τις φοβερές εικόνες Καλαμάτα,Μάνη Περραια αστα!!!! 😱🙉🙈😢😘😘😘 https://t.co/84mRVgnitY ",7.73412532337963E+017,el,,N,N,N,N,N,N,N,N,N,N,N,N,6,07/09/2016 06:48:11,night,7
RT @EiriniLampraki: Μα είχαμε ποτέ ξανά πλημμύρες στη χώρα και θύματα; μόνο επί Σύριζα συμβαίνουν αυτά... https://t.co/SdnTxLr9DP ,7.73578047211573E+017,el,,N,N,N,Y,N,Y,N,N,Y,N,N,N,18,07/09/2016 17:45:53,day,18
RT @EiriniLampraki: Μα είχαμε ποτέ ξανά πλημμύρες στη χώρα και θύματα; μόνο επί Σύριζα συμβαίνουν αυτά... https://t.co/SdnTxLr9DP ,7.73578413043028E+017,el,,N,N,N,Y,N,Y,N,N,Y,N,N,N,18,07/09/2016 17:47:20,day,18
RT @EiriniLampraki: Μα είχαμε ποτέ ξανά πλημμύρες στη χώρα και θύματα; μόνο επί Σύριζα συμβαίνουν αυτά... https://t.co/SdnTxLr9DP ,7.73593464592273E+017,el,,N,N,N,Y,N,Y,N,N,Y,N,N,N,18,07/09/2016 18:47:09,day,19
RT @EiriniLampraki: Μα είχαμε ποτέ ξανά πλημμύρες στη χώρα και θύματα; μόνο επί Σύριζα συμβαίνουν αυτά... https://t.co/SdnTxLr9DP ,7.73594136104567E+017,el,,N,N,N,Y,N,Y,N,N,Y,N,N,N,18,07/09/2016 18:49:49,day,19
RT @EiriniLampraki: Μα είχαμε ποτέ ξανά πλημμύρες στη χώρα και θύματα; μόνο επί Σύριζα συμβαίνουν αυτά... https://t.co/SdnTxLr9DP ,7.736004630779E+017,el,,N,N,N,Y,N,Y,N,N,Y,N,N,N,18,07/09/2016 19:14:57,day,20
RT @EiriniLampraki: Μα είχαμε ποτέ ξανά πλημμύρες στη χώρα και θύματα; μόνο επί Σύριζα συμβαίνουν αυτά... https://t.co/SdnTxLr9DP ,7.73607479691321E+017,el,,N,N,N,Y,N,Y,N,N,Y,N,N,N,24,07/09/2016 19:42:50,day,20
RT @EiriniLampraki: Μα είχαμε ποτέ ξανά πλημμύρες στη χώρα και θύματα; μόνο επί Σύριζα συμβαίνουν αυτά... https://t.co/SdnTxLr9DP ,7.73608685071368E+017,el,,N,N,N,Y,N,Y,N,N,Y,N,N,N,24,07/09/2016 19:47:38,day,20
RT @EiriniLampraki: Μα είχαμε ποτέ ξανά πλημμύρες στη χώρα και θύματα; μόνο επί Σύριζα συμβαίνουν αυτά... https://t.co/SdnTxLr9DP ,7.73608847307051E+017,el,,N,N,N,Y,N,Y,N,N,Y,N,N,N,24,07/09/2016 19:48:16,day,20
RT @EiriniLampraki: Μα είχαμε ποτέ ξανά πλημμύρες στη χώρα και θύματα; μόνο επί Σύριζα συμβαίνουν αυτά... https://t.co/SdnTxLr9DP ,7.73731377749586E+017,el,,N,N,N,Y,N,Y,N,N,Y,N,N,N,36,08/09/2016 03:55:10,night,28
RT @Electra_Asteri: Κουράγιο Καλαμάτα μου. Κουράγιο Ελλάδα μου. :( #βροχή #καταστροφές #πόσο_κρίμα ,7.73606760401736E+017,el,,N,N,N,N,4,N,Pos,N,Y,N,N,N,24,07/09/2016 19:39:59,day,20
RT @eleftherianews: Λάσπη βγαίνει σε βρύσες στην Καλαμάτα https://t.co/jZBL8SWvj5 ,7.7346247571918E+017,el,,N,N,N,N,N,N,N,N,Y,N,N,N,12,07/09/2016 10:06:39,day,11
"RT @ElenaMou22: Αγκαλιάζονται οι πλημμυροπαθείς με τον Σαμαρά στην Καλαμάτα.Αν ακολουθήσει και σεισμός, μην γκρινιάξετε ","7,73867097994715E+017",el,,N,N,N,Y,N,Y,Pos,N,Y,N,N,N,36,08/09/2016 12:54:28,day,37
"RT @ElenaMou22: Αγκαλιάζονται οι πλημμυροπαθείς με τον Σαμαρά στην Καλαμάτα.Αν ακολουθήσει και σεισμός, μην γκρινιάξετε ","7,73868023291708E+017",el,,N,N,N,Y,N,Y,Pos,N,Y,N,N,N,36,08/09/2016 12:58:09,day,37
RT @ElenaMou22: Διεκδικεί η Καλαμάτα θέση για την ανάδειξη της σε πολιτιστική πρωτεύουσα της Ευρώπης το 2021 και γελάνε μέχρι&amp;το κανάλια τη… ,7.73444793938706E+017,el,,N,N,N,N,N,Y,N,N,N,N,N,N,8,07/09/2016 08:56:23,day,9
RT @ElenaMou22: Διεκδικεί η Καλαμάτα θέση για την ανάδειξη της σε πολιτιστική πρωτεύουσα της Ευρώπης το 2021 και γελάνε μέχρι&amp;το κανάλια τη… ,7.73502190010921E+017,el,,N,N,N,N,N,Y,N,N,N,N,N,N,12,07/09/2016 12:44:27,day,13
RT @ElenaMou22: Λύσσαξε ο Σαμαράς ότι μιλάει με τον Θεό και την πλήρωσε η Καλαμάτα! ,7.73430638640792E+017,el,,N,N,N,N,N,Y,N,N,N,N,N,N,8,07/09/2016 08:00:08,day,8
RT @ElenaMou22: Λύσσαξε ο Σαμαράς ότι μιλάει με τον Θεό και την πλήρωσε η Καλαμάτα! ,7.73440063707513E+017,el,,N,N,N,N,N,Y,N,N,N,N,N,N,8,07/09/2016 08:37:35,day,9
"RT @ElenaMou22: Ούτε ο Θεός φταίει ούτε ο καιρός.Τα μπαζωμένα ρέματα,η άναρχη δόμηση και η αδιαφορίας μας έφεραν εδώ που μας έφεραν #Καλαμ… ",7.73507099917705E+017,el,,N,N,N,N,N,N,N,N,N,N,N,N,12,07/09/2016 13:03:58,day,14
"RT @ElenaMou22: Ούτε ο Θεός φταίει ούτε ο καιρός.Τα μπαζωμένα ρέματα,η άναρχη δόμηση και η αδιαφορίας μας έφεραν εδώ που μας έφεραν #Καλαμ… ",7.7351041495724E+017,el,,N,N,N,N,N,N,N,N,N,N,N,N,18,07/09/2016 13:17:08,day,14
"RT @ElenaMou22: Ούτε ο Θεός φταίει ούτε ο καιρός.Τα μπαζωμένα ρέματα,η άναρχη δόμηση και η αδιαφορίας μας έφεραν εδώ που μας έφεραν #Καλαμ… ",7.73510707920904E+017,el,,N,N,N,N,N,N,N,N,N,N,N,N,18,07/09/2016 13:18:18,day,14
"RT @ElenaMou22: Ούτε ο Θεός φταίει ούτε ο καιρός.Τα μπαζωμένα ρέματα,η άναρχη δόμηση και η αδιαφορίας μας έφεραν εδώ που μας έφεραν #Καλαμ… ",7.73512097825231E+017,el,,N,N,N,N,N,N,N,N,N,N,N,N,18,07/09/2016 13:23:49,day,14
